path_id,Rank,DOI,Label,PY,JI,TI,AB,TC,final_topic,topic_keywords,topic_label
2,12,10.1016/j.lindif.2012.01.002,tuominen-soinih._2012,2012,Learning and Individual Differences,Achievement goal orientations and academic well-being across the transition to upper secondary education,"The aim of this study was to examine students' (N= 579) achievement goal orientation profiles, the temporal stability of these profiles across the transition to upper secondary education, and profile differences in academic well-being (i.e., school value, school burnout, schoolwork engagement, satisfaction with educational choice). By means of latent profile analysis, four groups of students with distinct motivational profiles were identified: indifferent, success-oriented, mastery-oriented, and avoidance-oriented. Motivational profiles were relatively stable across the transition; half of the students displayed identical profiles over time and most of the changes in the group memberships were directed towards neighboring groups. Regarding group differences, indifferent and avoidance-oriented students showed less adaptive patterns of motivation and academic well-being than did mastery- and success-oriented students. Both mastery- and success-oriented students were highly engaged in studying and found their schoolwork meaningful, although success-oriented students' stronger concerns with performance seemed to make them more vulnerable to school burnout. © 2012 Elsevier Inc.",201,3,"academic, burnout, school, students, study, academic burnout, school burnout, engagement",
2,13,10.1027/1015-5759/a000091,salmela-arok._2012,2012,European Journal of Psychological Assessment,"The schoolwork engagement inventory: Energy, Dedication, and Absorption (EDA)","This study introduces the Schoolwork Engagement Inventory (EDA), which measures energy, dedication, and absorption with respect to schoolwork. Structural equation modeling was used to assess the validity and reliability of the inventory among students attending postcomprehensive schools. A total of 1,530 (769 girls, 761 boys) students from 13 institutions (six upper-secondary and seven vocational schools) completed the EDA 1 year apart. The results showed that a one-factor solution had the most reliability and fitted best among the younger students, whereas a three-factor solution was most reliable and fit best among the older students. In terms of concurrent validity, depressive symptoms and school burnout were inversely related, and self-esteem and academic achievement were positively associated with EDA. Boys and upper-secondary-school students experienced lower levels of schoolwork engagement than girls and vocational-school students. © 2011 Hogrefe Publishing.",221,3,"academic, burnout, school, students, study, academic burnout, school burnout, engagement",
3,1,10.3390/higheredu4040060,wolbringg._2025,2025,Trends in Higher Education,Social Factors Causing Burnout of Disabled Students: Views of One Group of Allies of Disabled People,"Burnout among students is a widely recognized concern, yet little research has focused on the experiences of disabled students and even less on the social factors at and off campus that contribute to their burnout. To address this gap, we surveyed 91 undergraduate students enrolled in a critical disability studies course at a Canadian university using an online qualitative survey approach. These students, many of whom see themselves as allies of disabled people, were asked whether they believe disabled students are at risk of burnout and what they perceive to be the causes. The majority viewed disabled students as being at significant risk, and 92% identified the social environment as the contributor. Attitudinal inaccessibility, including discrimination, stigma, and exclusion, has emerged as the leading factor in both university settings and broader societal contexts. These findings suggest that interventions to reduce burnout must address both educational environments and the wider lived realities of disabled students. This study contributes to the limited literature on burnout among disabled students and highlights the importance of ally perspectives in understanding and addressing systemic contributors to burnout. © 2025 by the authors.",1,0,"teachers, teacher, burnout, emotional, teaching, study, school, students",
3,2,10.3390/bs15020170,chongl.z._2025,2025,Behavioral Sciences,Student Burnout: A Review on Factors Contributing to Burnout Across Different Student Populations,"Burnout refers to a process of chronic response to stress in life. For students, burnout can be caused by the stress related to their study. There are many factors that contribute to burnout in different student populations. The objective of this paper is to review the studies that investigated the factors contributing to burnout in various student populations. Following the Preferred Reporting Items for Systematic Reviews and Meta-Analyses guidelines, we selected 38 recent studies, published between 2019 and 2024. The findings of this review outline the study design, burnout questionnaire, factors investigated, and analysis methods employed in the literature. We further discuss the main factors contributing to student burnout and propose ways to mitigate this issue. © 2025 by the authors.",10,2,"burnout, students, academic, study, emotional, university, stress, academic burnout",
3,3,10.1186/s40359-024-01725-6,phamthit.d._2024,2024,BMC Psychology,Investigating learning burnout and academic performance among management students: a longitudinal study in English courses,"This study aims to move away from the cross-sectional approach related to burnout and conduct a longitudinal study to explore the factors influencing learning burnout among management students. The study primarily adopts a questionnaire survey, with students majoring in business management. Descriptive statistics and structural equation modeling (SEM) are used to analyze the data and validate the hypotheses. The findings are: (1) There is a significant negative relationship between English anxiety and self-efficacy and a significant positive relationship between past English learning performance and self-efficacy. (2) The changes in self-efficacy are negatively related to the changes in burnout, while the changes in workload are positively related to the changes in burnout. Additionally, there is a positive relationship between English anxiety and learning burnout. (3) There is a significant negative relationship between English learning performance and burnout. The direct impact of self-efficacy on English learning performance is not supported, but it has an indirect effect through the mediating role of burnout. The study proposes strategies to improve student outcomes and well-being: (1) making English courses more engaging to boost performance and confidence, reducing learning burnout; (2) encouraging and supporting students to enhance self-efficacy and motivation; (3) assigning tasks seen as useful and interesting to lessen perceived workload and emotional exhaustion; (4) and considering English anxiety in admissions to decrease learning burnout, especially as schools gain more autonomy in their policies. © The Author(s) 2024.",32,5,"learning, burnout, students, online, study, learning burnout, academic, social",
3,4,10.3389/fpsyg.2022.808118,yux._2022,2022,Frontiers in Psychology,Language Learning Motivation and Burnout Among English as a Foreign Language Undergraduates: The Moderating Role of Maladaptive Emotion Regulation Strategies,"In the context of English as a Foreign Language (EFL), burnout study dominantly revolves around teachers but learners’ academic burnout is largely underexplored. Academic burnout is a concerning issue worldwide that is particularly predicted by academic motivation. However, we know little about the association between motivation and burnout among EFL learners and whether maladaptive emotion regulation strategies (ERS) could moderate their association. To fill this research gap, we recruited 841 EFL undergraduates from two universities in China. Descriptive analysis showed that participants reported high levels of language learning burnout. Correlational and bootstrapped moderation analysis found that motivation and maladaptive ERS were significantly correlated with burnout in opposite directions and the correlation between motivation and burnout was significantly influenced by students’ use of two maladaptive ERS (avoiding and venting). The more frequently students chose to avoid and vent unpleasant feelings, the protective role of motivation on burnout was weaker. The implications of these findings are discussed. Copyright © 2022 Yu, Wang and Liu.",42,5,"learning, burnout, students, online, study, learning burnout, academic, social",
3,5,10.1007/s10648-020-09533-1,madigand.j._2021,2021,Educational Psychology Review,"Does Burnout Affect Academic Achievement? A Meta-Analysis of over 100,000 Students","Burnout is understood to have many adverse consequences for students. However, several equivocal findings in the literature mean that it is currently unclear to what extent burnout affects academic achievement. To address this lack of clarity, the aim of the present study was to provide a first meta-analysis of the relationship between burnout and academic achievement. A literature search returned 29 studies (N = 109,396) and 89 effect sizes. Robust variance meta-analyses indicated that total burnout had a significant negative relationship with academic achievement (rc+ = −.24). A similar pattern of relationships was found for each of the three symptoms of burnout (exhaustion [rc+ = −.15], cynicism [rc+ = −.24], and reduced efficacy [rc+ = −.39]). There was some evidence that the instrument used to measure burnout moderated the relationship between reduced efficacy and achievement. Taken together, the findings suggest that burnout leads to worse academic achievement in school, college, and university. © 2020, Springer Science+Business Media, LLC, part of Springer Nature.",296,2,"burnout, students, academic, study, emotional, university, stress, academic burnout",
3,6,10.3389/fpsyg.2018.00297,widlunda._2018,2018,Frontiers in Psychology,"Academic well-being, mathematics performance, and educational aspirations in lower secondary education: Changes within a school year","It has been suggested that both performance and academic well-being play a role in adolescent students' educational attainment and school dropout. In this study, we therefore examined, first, what kinds of academic well-being (i.e., school burnout, schoolwork engagement, and mathematics self-concept) and mathematics performance profiles can be identified among lower secondary school students (Ngrade 7 = 583, Ngrade 9 = 497); second, how stable these profiles are across one school year during the seventh and ninth grades; and, third, how students with different academic well-being and mathematics performance profiles differ with respect to their educational aspirations. By means of latent profile analyses, three groups of students in seventh grade: thriving (34%), average (51%), and negative academic well-being (15%) and four groups of students in ninth grade: thriving (25%), average (50%), negative academic well-being (18%), and low-performing (7%) with distinct well-being and mathematics performance profiles were identified. Configural frequency analyses revealed that the profiles were relatively stable across one school year; 60% of the students displayed identical profiles over time. The thriving students reported the highest educational aspirations compared to the other groups. In addition, the low-performing students in the ninth grade had the lowest educational aspirations just before the transition to upper secondary school. Practical implications as well as directions for future research are discussed. © 2018 Widlund, Tuominen and Korhonen.",60,3,"academic, burnout, school, students, study, academic burnout, school burnout, engagement",
3,7,10.1016/j.adolescence.2016.10.003,cadimei._2016,2016,Journal of Adolescence,Well-being and academic achievement in secondary school pupils: The unique effects of burnout and engagement,"The main goal of this study was to examine the relationship among burnout, engagement, well-being, and academic performance in Portuguese secondary school pupils. The existence of gender related differences in these relationships was also investigated. The sample was composed of 489 pupils who attended an academic track at secondary school. Results of multi-group structural equation modelling indicated that higher levels of cynicism towards studies were associated with lower academic achievement. Exhaustion was not uniquely related to the adolescents' academic achievement or well-being. However, higher levels of engagement, namely dedication and vigour, were related to higher levels of well-being. Moreover, vigour was also uniquely associated with academic achievement. The results were similar for boys and girls. Implications for intervention and future research are discussed. © 2016 The Foundation for Professionals in Services for Adolescents",68,3,"academic, burnout, school, students, study, academic burnout, school burnout, engagement",
3,8,10.1016/j.learninstruc.2014.11.004,wangm.-t._2015,2015,Learning and Instruction,The trajectories of student emotional engagement and school burnout with academic and psychological development: Findings from Finnish adolescents,"The present study examined the longitudinal trajectories of emotional engagement and school burnout in Finnish adolescents from 9th to 11th grade and how these trajectories related to the development of adolescents' academic performance and depressive symptoms. We found that despite their high academic performance, Finnish adolescents experienced a decline in the overall quality of their emotional engagement with school as they moved from 9th to 11th grade. Specifically, Finnish adolescents found school less enjoyable and less valuable, becoming more overwhelmed and anxious about school with the passing years. In addition, emotional engagement and school burnout had distinct trajectories and longitudinal associations with academic and psychological wellbeing. These findings underscore the importance of examining both positive and negative emotional processes in order to improve understanding of student emotional engagement and its differential effect on adolescent development. © 2014 Elsevier Ltd.",223,3,"academic, burnout, school, students, study, academic burnout, school burnout, engagement",
3,9,10.1037/a0033898,tuominen-soinih._2014,2014,Developmental Psychology,"Schoolwork engagement and burnout among finnish high school students and young adults: Profiles, progressions, and educational outcomes","Applying a person-centered approach, the primary aim of this study was to examine what profiles of schoolwork engagement and burnout (i.e. exhaustion, cynicism, inadequacy) can be identified in high school (N = 979) and among the same participants in young adulthood (ages ranging from 17 to 25). We also examined gender differences, group differences in academic and socioemotional functioning and long-term educational outcomes, and temporal stability in the group memberships. Latent profile analysis identified 4 groups of students in high school. Both engaged (44%) and engaged-exhausted (28%) students were engaged and doing well in school, although engaged-exhausted students were more stressed and preoccupied with possible failures. Cynical (14%) and burned-out (14%) students were less engaged, valued school less, and had lower academic achievement. Cynical students, however, were less stressed, exhausted, and depressed than burned-out students. Six years later, engaged students were more likely than predicted by chance to attend university. In young adulthood, 4 similar groups were identified. Configural frequency analysis indicated that it was typical for engaged students to stay in the engaged group and for engaged-exhausted students to move into a more disengaged group. The results on broadband stability from adolescence to young adulthood showed that 60% of the youth manifested stable engaged and 7% stable disengaged patterns, whereas 16% displayed emergent engagement and 17% emergent disengagement patterns. Overall, the findings demonstrate that adolescence is not a uniform time for either school engagement and well-being or disengagement and distress. © 2013 American Psychological Association.",234,3,"academic, burnout, school, students, study, academic burnout, school burnout, engagement",
3,10,10.1016/j.lindif.2012.01.002,tuominen-soinih._2012,2012,Learning and Individual Differences,Achievement goal orientations and academic well-being across the transition to upper secondary education,"The aim of this study was to examine students' (N= 579) achievement goal orientation profiles, the temporal stability of these profiles across the transition to upper secondary education, and profile differences in academic well-being (i.e., school value, school burnout, schoolwork engagement, satisfaction with educational choice). By means of latent profile analysis, four groups of students with distinct motivational profiles were identified: indifferent, success-oriented, mastery-oriented, and avoidance-oriented. Motivational profiles were relatively stable across the transition; half of the students displayed identical profiles over time and most of the changes in the group memberships were directed towards neighboring groups. Regarding group differences, indifferent and avoidance-oriented students showed less adaptive patterns of motivation and academic well-being than did mastery- and success-oriented students. Both mastery- and success-oriented students were highly engaged in studying and found their schoolwork meaningful, although success-oriented students' stronger concerns with performance seemed to make them more vulnerable to school burnout. © 2012 Elsevier Inc.",201,3,"academic, burnout, school, students, study, academic burnout, school burnout, engagement",
3,11,10.1027/1015-5759/a000091,salmela-arok._2012,2012,European Journal of Psychological Assessment,"The schoolwork engagement inventory: Energy, Dedication, and Absorption (EDA)","This study introduces the Schoolwork Engagement Inventory (EDA), which measures energy, dedication, and absorption with respect to schoolwork. Structural equation modeling was used to assess the validity and reliability of the inventory among students attending postcomprehensive schools. A total of 1,530 (769 girls, 761 boys) students from 13 institutions (six upper-secondary and seven vocational schools) completed the EDA 1 year apart. The results showed that a one-factor solution had the most reliability and fitted best among the younger students, whereas a three-factor solution was most reliable and fit best among the older students. In terms of concurrent validity, depressive symptoms and school burnout were inversely related, and self-esteem and academic achievement were positively associated with EDA. Boys and upper-secondary-school students experienced lower levels of schoolwork engagement than girls and vocational-school students. © 2011 Hogrefe Publishing.",221,3,"academic, burnout, school, students, study, academic burnout, school burnout, engagement",
